0,1
0,2
1,3
2,5
3,4
4,6
5,7
6,8
7,11
8,12
9,10
9,13
10,14
11,25
12,17
13,15
14,16
15,19
16,18
17,22
18,20
19,24
20,21
21,23
22,27
23,26
24,30
25,28
26,29
27,53
28,32
29,31
30,36
31,33
32,34
33,39
34,35
35,37
36,38
37,40
38,42
39,46
40,41
41,44
42,43
43,45
44,45
46,47
47,48
48,49
49,50
50,51
51,52
52,54
53,55
54,57
55,56
56,58
57,59
58,60
59,72
60,61
61,62
62,63
63,64
64,65
65,66
66,67
67,68
68,69
69,70
70,71
71,73
72,94
73,74
74,75
75,76
76,92
77,78
77,79
78,80
79,81
80,82
81,83
82,84
83,85
84,86
85,88
86,87
87,89
88,90
89,93
90,91
91,95
92,104
93,97
94,98
95,96
96,99
97,101
98,100
99,102
100,103
101,110
102,106
103,108
104,105
105,107
106,111
107,109
108,112
109,110
110,113
111,118
112,114
113,115
114,117
115,116
116,120
117,119
118,122
119,121
120,123
121,124
122,126
123,127
124,125
125,128
126,136
127,135
128,129
128,130
129,131
130,133
131,132
132,134
133,140
134,137
135,142
136,139
137,138
138,139
139,141
140,143
141,144
142,148
143,146
144,145
145,147
146,149
147,150
148,153
149,151
150,152
151,154
152,156
153,157
154,155
155,158
156,160
157,166
158,159
159,161
160,164
161,162
162,163
163,165
164,167
165,169
166,168
167,173
168,170
169,172
170,171
171,173
172,175
173,174
174,176
175,177
176,183
177,178
178,179
179,180
180,181
181,182
182,184
183,188
184,185
184,190
185,186
186,187
187,189
188,191
189,192
190,193
191,194
192,197
193,196
194,195
195,198
196,204
197,212
198,199
199,200
200,201
201,202
202,203
202,206
203,205
204,210
205,207
206,209
207,208
208,213
209,211
210,218
211,214
212,215
213,247
214,216
215,217
216,221
217,219
218,220
219,222
220,223
221,227
222,224
223,225
224,226
225,228
226,229
227,235
228,232
228,230
229,233
230,231
231,234
232,245
233,237
234,236
235,238
236,242
237,239
238,240
239,241
240,244
241,243
242,252
243,246
244,248
245,259
246,249
247,263
248,251
249,250
250,253
251,254
252,256
253,255
254,258
255,257
256,262
257,261
258,260
259,269
260,267
261,265
262,270
263,264
264,266
265,287
266,268
267,272
268,270
269,275
270,271
271,273
272,277
273,274
274,276
275,280
276,278
277,279
278,283
279,281
280,282
281,285
282,284
283,286
284,288
285,298
286,293
287,289
288,291
289,290
290,291
291,292
292,294
293,296
294,295
295,297
296,299
297,300
298,303
299,301
300,302
301,304
302,307
303,306
304,305
305,310
306,308
307,309
308,311
309,312
310,313
311,314
312,315
313,316
314,317
315,318
316,319
317,321
318,320
319,322
320,322
321,326
322,323
323,324
324,325
325,327
326,328
327,330
328,329
329,331
330,334
331,332
332,333
333,335
334,336
335,337
336,338
337,340
338,339
339,341
340,342
341,343
342,344
343,345
344,346
345,347
346,348
347,349
348,350
349,351
350,352
351,352
